score,company,bucket,region,province,city,sector,source,mentions,hook,url,website,contact,phone,stage,scanned
38.0,VINCE HOLDING CORP. ,B/large,US,,,other,EDGAR,10,Disclosed IEEPA exposure in SEC filing; check paid vs accepted vs received.,https://www.sec.gov/Archives/edgar/data/0001579157/000119312526388635/vnce-20260801.htm,,,,Lead,2026-09-14
38.0,DECKERS OUTDOOR CORP ,B/large,US,,,other,EDGAR,5,Disclosed IEEPA exposure in SEC filing; check paid vs accepted vs received.,https://www.sec.gov/Archives/edgar/data/0000910521/000091052126000022/deck-20260630.htm,,,,Lead,2026-09-14
38.0,A.K.A. BRANDS HOLDING CORP. ,B/large,US,,,other,EDGAR,5,Disclosed IEEPA exposure in SEC filing; check paid vs accepted vs received.,https://www.sec.gov/Archives/edgar/data/0001865107/000186510726000027/exhibit991-q12026earningsr.htm,,,,Lead,2026-09-14
38.0,ALLIANCE ENTERTAINMENT HOLDING CORP ,B/large,US,,,other,EDGAR,5,Disclosed IEEPA exposure in SEC filing; check paid vs accepted vs received.,https://www.sec.gov/Archives/edgar/data/0001823584/000149315226023051/form10-q.htm,,,,Lead,2026-09-14
38.0,HOOKER FURNISHINGS Corp ,B/large,US,,,other,EDGAR,5,Disclosed IEEPA exposure in SEC filing; check paid vs accepted vs received.,https://www.sec.gov/Archives/edgar/data/0001077688/000117184326005988/exh_991.htm,,,,Lead,2026-09-14
38.0,AMERICAN EAGLE OUTFITTERS INC ,B/large,US,,,other,EDGAR,5,Disclosed IEEPA exposure in SEC filing; check paid vs accepted vs received.,https://www.sec.gov/Archives/edgar/data/0000919012/000119312526387856/aeo-20260801.htm,,,,Lead,2026-09-14
38.0,BOSTON SCIENTIFIC CORP ,B/large,US,,,other,EDGAR,5,Disclosed IEEPA exposure in SEC filing; check paid vs accepted vs received.,https://www.sec.gov/Archives/edgar/data/0000885725/000088572526000051/q22026earningsrelease.htm,,,,Lead,2026-09-14
38.0,ADVANCE AUTO PARTS INC ,B/large,US,,,other,EDGAR,5,Disclosed IEEPA exposure in SEC filing; check paid vs accepted vs received.,https://www.sec.gov/Archives/edgar/data/0001158449/000119312526359176/aap-20260718.htm,,,,Lead,2026-09-14
38.0,"Enphase Energy, Inc. ",B/large,US,,,other,EDGAR,5,Disclosed IEEPA exposure in SEC filing; check paid vs accepted vs received.,https://www.sec.gov/Archives/edgar/data/0001463101/000146310126000081/enph-20260630.htm,,,,Lead,2026-09-14
38.0,Torrid Holdings Inc. ,B/large,US,,,other,EDGAR,10,Disclosed IEEPA exposure in SEC filing; check paid vs accepted vs received.,https://www.sec.gov/Archives/edgar/data/0001792781/000179278126000034/thi-20260502.htm,,,,Lead,2026-09-14
38.0,Lovesac Co ,B/large,US,,,other,EDGAR,10,Disclosed IEEPA exposure in SEC filing; check paid vs accepted vs received.,https://www.sec.gov/Archives/edgar/data/0001701758/000162828026061220/love-20260802.htm,,,,Lead,2026-09-14
38.0,"Spectrum Brands Holdings, Inc. ",B/large,US,,,other,EDGAR,5,Disclosed IEEPA exposure in SEC filing; check paid vs accepted vs received.,https://www.sec.gov/Archives/edgar/data/0000109177/000010917726000040/spb-20260628.htm,,,,Lead,2026-09-14
38.0,lululemon athletica inc. ,B/large,US,,,other,EDGAR,5,Disclosed IEEPA exposure in SEC filing; check paid vs accepted vs received.,https://www.sec.gov/Archives/edgar/data/0001397187/000139718726000127/lulu-20260802.htm,,,,Lead,2026-09-14
38.0,FLOWSERVE CORP ,B/large,US,,,other,EDGAR,5,Disclosed IEEPA exposure in SEC filing; check paid vs accepted vs received.,https://www.sec.gov/Archives/edgar/data/0000030625/000003062526000012/fls-20260331.htm,,,,Lead,2026-09-14
38.0,DarioHealth Corp. ,B/large,US,,,other,EDGAR,5,Disclosed IEEPA exposure in SEC filing; check paid vs accepted vs received.,https://www.sec.gov/Archives/edgar/data/0001533998/000110465926093645/drio-20260630x10q.htm,,,,Lead,2026-09-14
38.0,"ENERGIZER HOLDINGS, INC. ",B/large,US,,,other,EDGAR,5,Disclosed IEEPA exposure in SEC filing; check paid vs accepted vs received.,https://www.sec.gov/Archives/edgar/data/0001632790/000163279026000076/enr-20260630.htm,,,,Lead,2026-09-14
